event,dur_ms,cache_hit,candidates,dim,faces,index_available,limit,media,query_cache_hit,query_faces,ran,raw_len,results,session,size,translated_len,used_hnsw,vectors
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009625,,,,,,embed-full-1772435836100,,,,
face_encode,29.0,,,,0,,,content://media/external/images/media/1000009625,,,,,,embed-full-1772435836100,,,,
clip_encode,404.0,,,,,,,content://media/external/images/media/1000009624,,,,,,embed-full-1772435836100,,,,
dino_encode,187.0,,,,,,,content://media/external/images/media/1000009624,,,,,,embed-full-1772435836100,,,,
face_encode,67.0,,,,0,,,content://media/external/images/media/1000009624,,,,,,embed-full-1772435836100,,,,
clip_encode,371.0,,,,,,,content://media/external/images/media/1000009623,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009623,,,,,,embed-full-1772435836100,,,,
face_encode,52.0,,,,0,,,content://media/external/images/media/1000009623,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009622,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009622,,,,,,embed-full-1772435836100,,,,
face_encode,109.0,,,,1,,,content://media/external/images/media/1000009622,,,,,,embed-full-1772435836100,,,,
clip_encode,369.0,,,,,,,content://media/external/images/media/1000009621,,,,,,embed-full-1772435836100,,,,
dino_encode,196.0,,,,,,,content://media/external/images/media/1000009621,,,,,,embed-full-1772435836100,,,,
face_encode,58.0,,,,0,,,content://media/external/images/media/1000009621,,,,,,embed-full-1772435836100,,,,
clip_encode,374.0,,,,,,,content://media/external/images/media/1000009620,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009620,,,,,,embed-full-1772435836100,,,,
face_encode,54.0,,,,0,,,content://media/external/images/media/1000009620,,,,,,embed-full-1772435836100,,,,
clip_encode,374.0,,,,,,,content://media/external/images/media/1000009619,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009619,,,,,,embed-full-1772435836100,,,,
face_encode,93.0,,,,0,,,content://media/external/images/media/1000009619,,,,,,embed-full-1772435836100,,,,
clip_encode,395.0,,,,,,,content://media/external/images/media/1000009618,,,,,,embed-full-1772435836100,,,,
dino_encode,173.0,,,,,,,content://media/external/images/media/1000009618,,,,,,embed-full-1772435836100,,,,
face_encode,83.0,,,,0,,,content://media/external/images/media/1000009618,,,,,,embed-full-1772435836100,,,,
clip_encode,377.0,,,,,,,content://media/external/images/media/1000009617,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009617,,,,,,embed-full-1772435836100,,,,
face_encode,58.0,,,,0,,,content://media/external/images/media/1000009617,,,,,,embed-full-1772435836100,,,,
clip_encode,548.0,,,,,,,content://media/external/images/media/1000009616,,,,,,embed-full-1772435836100,,,,
dino_encode,302.0,,,,,,,content://media/external/images/media/1000009616,,,,,,embed-full-1772435836100,,,,
face_encode,60.0,,,,0,,,content://media/external/images/media/1000009616,,,,,,embed-full-1772435836100,,,,
clip_encode,464.0,,,,,,,content://media/external/images/media/1000009615,,,,,,embed-full-1772435836100,,,,
dino_encode,265.0,,,,,,,content://media/external/images/media/1000009615,,,,,,embed-full-1772435836100,,,,
face_encode,164.0,,,,3,,,content://media/external/images/media/1000009615,,,,,,embed-full-1772435836100,,,,
clip_encode,634.0,,,,,,,content://media/external/images/media/1000009614,,,,,,embed-full-1772435836100,,,,
dino_encode,434.0,,,,,,,content://media/external/images/media/1000009614,,,,,,embed-full-1772435836100,,,,
face_encode,71.0,,,,0,,,content://media/external/images/media/1000009614,,,,,,embed-full-1772435836100,,,,
clip_encode,528.0,,,,,,,content://media/external/images/media/1000009613,,,,,,embed-full-1772435836100,,,,
dino_encode,337.0,,,,,,,content://media/external/images/media/1000009613,,,,,,embed-full-1772435836100,,,,
face_encode,93.0,,,,0,,,content://media/external/images/media/1000009613,,,,,,embed-full-1772435836100,,,,
clip_encode,383.0,,,,,,,content://media/external/images/media/1000009612,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009612,,,,,,embed-full-1772435836100,,,,
face_encode,118.0,,,,1,,,content://media/external/images/media/1000009612,,,,,,embed-full-1772435836100,,,,
clip_encode,422.0,,,,,,,content://media/external/images/media/1000009611,,,,,,embed-full-1772435836100,,,,
dino_encode,173.0,,,,,,,content://media/external/images/media/1000009611,,,,,,embed-full-1772435836100,,,,
face_encode,89.0,,,,0,,,content://media/external/images/media/1000009611,,,,,,embed-full-1772435836100,,,,
clip_encode,502.0,,,,,,,content://media/external/images/media/1000009610,,,,,,embed-full-1772435836100,,,,
dino_encode,307.0,,,,,,,content://media/external/images/media/1000009610,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009610,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009609,,,,,,embed-full-1772435836100,,,,
dino_encode,163.0,,,,,,,content://media/external/images/media/1000009609,,,,,,embed-full-1772435836100,,,,
face_encode,96.0,,,,0,,,content://media/external/images/media/1000009609,,,,,,embed-full-1772435836100,,,,
clip_encode,393.0,,,,,,,content://media/external/images/media/1000009608,,,,,,embed-full-1772435836100,,,,
dino_encode,175.0,,,,,,,content://media/external/images/media/1000009608,,,,,,embed-full-1772435836100,,,,
face_encode,100.0,,,,0,,,content://media/external/images/media/1000009608,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009607,,,,,,embed-full-1772435836100,,,,
dino_encode,162.0,,,,,,,content://media/external/images/media/1000009607,,,,,,embed-full-1772435836100,,,,
face_encode,130.0,,,,1,,,content://media/external/images/media/1000009607,,,,,,embed-full-1772435836100,,,,
clip_encode,543.0,,,,,,,content://media/external/images/media/1000009606,,,,,,embed-full-1772435836100,,,,
dino_encode,319.0,,,,,,,content://media/external/images/media/1000009606,,,,,,embed-full-1772435836100,,,,
face_encode,118.0,,,,1,,,content://media/external/images/media/1000009606,,,,,,embed-full-1772435836100,,,,
clip_encode,373.0,,,,,,,content://media/external/images/media/1000009605,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009605,,,,,,embed-full-1772435836100,,,,
face_encode,61.0,,,,0,,,content://media/external/images/media/1000009605,,,,,,embed-full-1772435836100,,,,
clip_encode,396.0,,,,,,,content://media/external/images/media/1000009604,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009604,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009604,,,,,,embed-full-1772435836100,,,,
clip_encode,378.0,,,,,,,content://media/external/images/media/1000009603,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009603,,,,,,embed-full-1772435836100,,,,
face_encode,125.0,,,,1,,,content://media/external/images/media/1000009603,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009602,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009602,,,,,,embed-full-1772435836100,,,,
face_encode,128.0,,,,1,,,content://media/external/images/media/1000009602,,,,,,embed-full-1772435836100,,,,
clip_encode,448.0,,,,,,,content://media/external/images/media/1000009601,,,,,,embed-full-1772435836100,,,,
dino_encode,198.0,,,,,,,content://media/external/images/media/1000009601,,,,,,embed-full-1772435836100,,,,
face_encode,66.0,,,,0,,,content://media/external/images/media/1000009601,,,,,,embed-full-1772435836100,,,,
clip_encode,418.0,,,,,,,content://media/external/images/media/1000009600,,,,,,embed-full-1772435836100,,,,
dino_encode,204.0,,,,,,,content://media/external/images/media/1000009600,,,,,,embed-full-1772435836100,,,,
face_encode,124.0,,,,1,,,content://media/external/images/media/1000009600,,,,,,embed-full-1772435836100,,,,
clip_encode,673.0,,,,,,,content://media/external/images/media/1000009599,,,,,,embed-full-1772435836100,,,,
dino_encode,480.0,,,,,,,content://media/external/images/media/1000009599,,,,,,embed-full-1772435836100,,,,
face_encode,60.0,,,,0,,,content://media/external/images/media/1000009599,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009598,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009598,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009598,,,,,,embed-full-1772435836100,,,,
clip_encode,409.0,,,,,,,content://media/external/images/media/1000009597,,,,,,embed-full-1772435836100,,,,
dino_encode,189.0,,,,,,,content://media/external/images/media/1000009597,,,,,,embed-full-1772435836100,,,,
face_encode,75.0,,,,0,,,content://media/external/images/media/1000009597,,,,,,embed-full-1772435836100,,,,
clip_encode,454.0,,,,,,,content://media/external/images/media/1000009596,,,,,,embed-full-1772435836100,,,,
dino_encode,241.0,,,,,,,content://media/external/images/media/1000009596,,,,,,embed-full-1772435836100,,,,
face_encode,143.0,,,,1,,,content://media/external/images/media/1000009596,,,,,,embed-full-1772435836100,,,,
clip_encode,469.0,,,,,,,content://media/external/images/media/1000009595,,,,,,embed-full-1772435836100,,,,
dino_encode,262.0,,,,,,,content://media/external/images/media/1000009595,,,,,,embed-full-1772435836100,,,,
face_encode,69.0,,,,0,,,content://media/external/images/media/1000009595,,,,,,embed-full-1772435836100,,,,
clip_encode,381.0,,,,,,,content://media/external/images/media/1000009594,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009594,,,,,,embed-full-1772435836100,,,,
face_encode,45.0,,,,0,,,content://media/external/images/media/1000009594,,,,,,embed-full-1772435836100,,,,
clip_encode,498.0,,,,,,,content://media/external/images/media/1000009593,,,,,,embed-full-1772435836100,,,,
dino_encode,153.0,,,,,,,content://media/external/images/media/1000009593,,,,,,embed-full-1772435836100,,,,
face_encode,104.0,,,,0,,,content://media/external/images/media/1000009593,,,,,,embed-full-1772435836100,,,,
clip_encode,380.0,,,,,,,content://media/external/images/media/1000009592,,,,,,embed-full-1772435836100,,,,
dino_encode,152.0,,,,,,,content://media/external/images/media/1000009592,,,,,,embed-full-1772435836100,,,,
face_encode,78.0,,,,0,,,content://media/external/images/media/1000009592,,,,,,embed-full-1772435836100,,,,
clip_encode,375.0,,,,,,,content://media/external/images/media/1000009591,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009591,,,,,,embed-full-1772435836100,,,,
face_encode,50.0,,,,0,,,content://media/external/images/media/1000009591,,,,,,embed-full-1772435836100,,,,
clip_encode,382.0,,,,,,,content://media/external/images/media/1000009590,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009590,,,,,,embed-full-1772435836100,,,,
face_encode,63.0,,,,0,,,content://media/external/images/media/1000009590,,,,,,embed-full-1772435836100,,,,
clip_encode,381.0,,,,,,,content://media/external/images/media/1000009589,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009589,,,,,,embed-full-1772435836100,,,,
face_encode,146.0,,,,1,,,content://media/external/images/media/1000009589,,,,,,embed-full-1772435836100,,,,
clip_encode,427.0,,,,,,,content://media/external/images/media/1000009588,,,,,,embed-full-1772435836100,,,,
dino_encode,167.0,,,,,,,content://media/external/images/media/1000009588,,,,,,embed-full-1772435836100,,,,
face_encode,46.0,,,,0,,,content://media/external/images/media/1000009588,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009587,,,,,,embed-full-1772435836100,,,,
dino_encode,152.0,,,,,,,content://media/external/images/media/1000009587,,,,,,embed-full-1772435836100,,,,
face_encode,120.0,,,,1,,,content://media/external/images/media/1000009587,,,,,,embed-full-1772435836100,,,,
clip_encode,378.0,,,,,,,content://media/external/images/media/1000009586,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009586,,,,,,embed-full-1772435836100,,,,
face_encode,21.0,,,,0,,,content://media/external/images/media/1000009586,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009585,,,,,,embed-full-1772435836100,,,,
dino_encode,155.0,,,,,,,content://media/external/images/media/1000009585,,,,,,embed-full-1772435836100,,,,
face_encode,57.0,,,,0,,,content://media/external/images/media/1000009585,,,,,,embed-full-1772435836100,,,,
clip_encode,418.0,,,,,,,content://media/external/images/media/1000009584,,,,,,embed-full-1772435836100,,,,
dino_encode,154.0,,,,,,,content://media/external/images/media/1000009584,,,,,,embed-full-1772435836100,,,,
face_encode,9.0,,,,0,,,content://media/external/images/media/1000009584,,,,,,embed-full-1772435836100,,,,
clip_encode,392.0,,,,,,,content://media/external/images/media/1000009583,,,,,,embed-full-1772435836100,,,,
dino_encode,172.0,,,,,,,content://media/external/images/media/1000009583,,,,,,embed-full-1772435836100,,,,
face_encode,66.0,,,,0,,,content://media/external/images/media/1000009583,,,,,,embed-full-1772435836100,,,,
clip_encode,395.0,,,,,,,content://media/external/images/media/1000009582,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009582,,,,,,embed-full-1772435836100,,,,
face_encode,59.0,,,,0,,,content://media/external/images/media/1000009582,,,,,,embed-full-1772435836100,,,,
clip_encode,411.0,,,,,,,content://media/external/images/media/1000009581,,,,,,embed-full-1772435836100,,,,
dino_encode,181.0,,,,,,,content://media/external/images/media/1000009581,,,,,,embed-full-1772435836100,,,,
face_encode,77.0,,,,0,,,content://media/external/images/media/1000009581,,,,,,embed-full-1772435836100,,,,
clip_encode,382.0,,,,,,,content://media/external/images/media/1000009580,,,,,,embed-full-1772435836100,,,,
dino_encode,158.0,,,,,,,content://media/external/images/media/1000009580,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009580,,,,,,embed-full-1772435836100,,,,
clip_encode,422.0,,,,,,,content://media/external/images/media/1000009579,,,,,,embed-full-1772435836100,,,,
dino_encode,194.0,,,,,,,content://media/external/images/media/1000009579,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009579,,,,,,embed-full-1772435836100,,,,
clip_encode,393.0,,,,,,,content://media/external/images/media/1000009578,,,,,,embed-full-1772435836100,,,,
dino_encode,170.0,,,,,,,content://media/external/images/media/1000009578,,,,,,embed-full-1772435836100,,,,
face_encode,92.0,,,,0,,,content://media/external/images/media/1000009578,,,,,,embed-full-1772435836100,,,,
clip_encode,434.0,,,,,,,content://media/external/images/media/1000009577,,,,,,embed-full-1772435836100,,,,
dino_encode,205.0,,,,,,,content://media/external/images/media/1000009577,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009577,,,,,,embed-full-1772435836100,,,,
clip_encode,393.0,,,,,,,content://media/external/images/media/1000009576,,,,,,embed-full-1772435836100,,,,
dino_encode,211.0,,,,,,,content://media/external/images/media/1000009576,,,,,,embed-full-1772435836100,,,,
face_encode,173.0,,,,3,,,content://media/external/images/media/1000009576,,,,,,embed-full-1772435836100,,,,
clip_encode,436.0,,,,,,,content://media/external/images/media/1000009575,,,,,,embed-full-1772435836100,,,,
dino_encode,177.0,,,,,,,content://media/external/images/media/1000009575,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009575,,,,,,embed-full-1772435836100,,,,
clip_encode,383.0,,,,,,,content://media/external/images/media/1000009574,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009574,,,,,,embed-full-1772435836100,,,,
face_encode,170.0,,,,2,,,content://media/external/images/media/1000009574,,,,,,embed-full-1772435836100,,,,
clip_encode,392.0,,,,,,,content://media/external/images/media/1000009573,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009573,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009573,,,,,,embed-full-1772435836100,,,,
clip_encode,373.0,,,,,,,content://media/external/images/media/1000009572,,,,,,embed-full-1772435836100,,,,
dino_encode,151.0,,,,,,,content://media/external/images/media/1000009572,,,,,,embed-full-1772435836100,,,,
face_encode,40.0,,,,0,,,content://media/external/images/media/1000009572,,,,,,embed-full-1772435836100,,,,
clip_encode,411.0,,,,,,,content://media/external/images/media/1000009571,,,,,,embed-full-1772435836100,,,,
dino_encode,172.0,,,,,,,content://media/external/images/media/1000009571,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009571,,,,,,embed-full-1772435836100,,,,
clip_encode,379.0,,,,,,,content://media/external/images/media/1000009570,,,,,,embed-full-1772435836100,,,,
dino_encode,158.0,,,,,,,content://media/external/images/media/1000009570,,,,,,embed-full-1772435836100,,,,
face_encode,61.0,,,,0,,,content://media/external/images/media/1000009570,,,,,,embed-full-1772435836100,,,,
clip_encode,383.0,,,,,,,content://media/external/images/media/1000009569,,,,,,embed-full-1772435836100,,,,
dino_encode,153.0,,,,,,,content://media/external/images/media/1000009569,,,,,,embed-full-1772435836100,,,,
face_encode,127.0,,,,1,,,content://media/external/images/media/1000009569,,,,,,embed-full-1772435836100,,,,
clip_encode,427.0,,,,,,,content://media/external/images/media/1000009568,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009568,,,,,,embed-full-1772435836100,,,,
face_encode,163.0,,,,1,,,content://media/external/images/media/1000009568,,,,,,embed-full-1772435836100,,,,
clip_encode,391.0,,,,,,,content://media/external/images/media/1000009567,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009567,,,,,,embed-full-1772435836100,,,,
face_encode,140.0,,,,1,,,content://media/external/images/media/1000009567,,,,,,embed-full-1772435836100,,,,
clip_encode,515.0,,,,,,,content://media/external/images/media/1000009566,,,,,,embed-full-1772435836100,,,,
dino_encode,269.0,,,,,,,content://media/external/images/media/1000009566,,,,,,embed-full-1772435836100,,,,
face_encode,56.0,,,,0,,,content://media/external/images/media/1000009566,,,,,,embed-full-1772435836100,,,,
clip_encode,469.0,,,,,,,content://media/external/images/media/1000009565,,,,,,embed-full-1772435836100,,,,
dino_encode,251.0,,,,,,,content://media/external/images/media/1000009565,,,,,,embed-full-1772435836100,,,,
face_encode,66.0,,,,0,,,content://media/external/images/media/1000009565,,,,,,embed-full-1772435836100,,,,
clip_encode,451.0,,,,,,,content://media/external/images/media/1000009564,,,,,,embed-full-1772435836100,,,,
dino_encode,233.0,,,,,,,content://media/external/images/media/1000009564,,,,,,embed-full-1772435836100,,,,
face_encode,58.0,,,,0,,,content://media/external/images/media/1000009564,,,,,,embed-full-1772435836100,,,,
clip_encode,448.0,,,,,,,content://media/external/images/media/1000009563,,,,,,embed-full-1772435836100,,,,
dino_encode,245.0,,,,,,,content://media/external/images/media/1000009563,,,,,,embed-full-1772435836100,,,,
face_encode,55.0,,,,0,,,content://media/external/images/media/1000009563,,,,,,embed-full-1772435836100,,,,
clip_encode,456.0,,,,,,,content://media/external/images/media/1000009562,,,,,,embed-full-1772435836100,,,,
dino_encode,230.0,,,,,,,content://media/external/images/media/1000009562,,,,,,embed-full-1772435836100,,,,
face_encode,354.0,,,,8,,,content://media/external/images/media/1000009562,,,,,,embed-full-1772435836100,,,,
clip_encode,504.0,,,,,,,content://media/external/images/media/1000009561,,,,,,embed-full-1772435836100,,,,
dino_encode,264.0,,,,,,,content://media/external/images/media/1000009561,,,,,,embed-full-1772435836100,,,,
face_encode,220.0,,,,4,,,content://media/external/images/media/1000009561,,,,,,embed-full-1772435836100,,,,
clip_encode,409.0,,,,,,,content://media/external/images/media/1000009560,,,,,,embed-full-1772435836100,,,,
dino_encode,193.0,,,,,,,content://media/external/images/media/1000009560,,,,,,embed-full-1772435836100,,,,
face_encode,109.0,,,,1,,,content://media/external/images/media/1000009560,,,,,,embed-full-1772435836100,,,,
clip_encode,470.0,,,,,,,content://media/external/images/media/1000009559,,,,,,embed-full-1772435836100,,,,
dino_encode,245.0,,,,,,,content://media/external/images/media/1000009559,,,,,,embed-full-1772435836100,,,,
face_encode,197.0,,,,3,,,content://media/external/images/media/1000009559,,,,,,embed-full-1772435836100,,,,
clip_encode,409.0,,,,,,,content://media/external/images/media/1000009558,,,,,,embed-full-1772435836100,,,,
dino_encode,145.0,,,,,,,content://media/external/images/media/1000009558,,,,,,embed-full-1772435836100,,,,
face_encode,58.0,,,,0,,,content://media/external/images/media/1000009558,,,,,,embed-full-1772435836100,,,,
clip_encode,371.0,,,,,,,content://media/external/images/media/1000009557,,,,,,embed-full-1772435836100,,,,
dino_encode,140.0,,,,,,,content://media/external/images/media/1000009557,,,,,,embed-full-1772435836100,,,,
face_encode,60.0,,,,0,,,content://media/external/images/media/1000009557,,,,,,embed-full-1772435836100,,,,
clip_encode,388.0,,,,,,,content://media/external/images/media/1000009556,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009556,,,,,,embed-full-1772435836100,,,,
face_encode,73.0,,,,0,,,content://media/external/images/media/1000009556,,,,,,embed-full-1772435836100,,,,
clip_encode,488.0,,,,,,,content://media/external/images/media/1000009555,,,,,,embed-full-1772435836100,,,,
dino_encode,249.0,,,,,,,content://media/external/images/media/1000009555,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009555,,,,,,embed-full-1772435836100,,,,
clip_encode,388.0,,,,,,,content://media/external/images/media/1000009554,,,,,,embed-full-1772435836100,,,,
dino_encode,157.0,,,,,,,content://media/external/images/media/1000009554,,,,,,embed-full-1772435836100,,,,
face_encode,62.0,,,,0,,,content://media/external/images/media/1000009554,,,,,,embed-full-1772435836100,,,,
clip_encode,398.0,,,,,,,content://media/external/images/media/1000009553,,,,,,embed-full-1772435836100,,,,
dino_encode,174.0,,,,,,,content://media/external/images/media/1000009553,,,,,,embed-full-1772435836100,,,,
face_encode,57.0,,,,0,,,content://media/external/images/media/1000009553,,,,,,embed-full-1772435836100,,,,
clip_encode,471.0,,,,,,,content://media/external/images/media/1000009552,,,,,,embed-full-1772435836100,,,,
dino_encode,244.0,,,,,,,content://media/external/images/media/1000009552,,,,,,embed-full-1772435836100,,,,
face_encode,142.0,,,,1,,,content://media/external/images/media/1000009552,,,,,,embed-full-1772435836100,,,,
clip_encode,490.0,,,,,,,content://media/external/images/media/1000009551,,,,,,embed-full-1772435836100,,,,
dino_encode,248.0,,,,,,,content://media/external/images/media/1000009551,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009551,,,,,,embed-full-1772435836100,,,,
clip_encode,384.0,,,,,,,content://media/external/images/media/1000009550,,,,,,embed-full-1772435836100,,,,
dino_encode,160.0,,,,,,,content://media/external/images/media/1000009550,,,,,,embed-full-1772435836100,,,,
face_encode,56.0,,,,0,,,content://media/external/images/media/1000009550,,,,,,embed-full-1772435836100,,,,
clip_encode,400.0,,,,,,,content://media/external/images/media/1000009549,,,,,,embed-full-1772435836100,,,,
dino_encode,218.0,,,,,,,content://media/external/images/media/1000009549,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009549,,,,,,embed-full-1772435836100,,,,
clip_encode,458.0,,,,,,,content://media/external/images/media/1000009548,,,,,,embed-full-1772435836100,,,,
dino_encode,249.0,,,,,,,content://media/external/images/media/1000009548,,,,,,embed-full-1772435836100,,,,
face_encode,70.0,,,,0,,,content://media/external/images/media/1000009548,,,,,,embed-full-1772435836100,,,,
clip_encode,409.0,,,,,,,content://media/external/images/media/1000009547,,,,,,embed-full-1772435836100,,,,
dino_encode,182.0,,,,,,,content://media/external/images/media/1000009547,,,,,,embed-full-1772435836100,,,,
face_encode,122.0,,,,1,,,content://media/external/images/media/1000009547,,,,,,embed-full-1772435836100,,,,
clip_encode,493.0,,,,,,,content://media/external/images/media/1000009546,,,,,,embed-full-1772435836100,,,,
dino_encode,254.0,,,,,,,content://media/external/images/media/1000009546,,,,,,embed-full-1772435836100,,,,
face_encode,136.0,,,,1,,,content://media/external/images/media/1000009546,,,,,,embed-full-1772435836100,,,,
clip_encode,397.0,,,,,,,content://media/external/images/media/1000009545,,,,,,embed-full-1772435836100,,,,
dino_encode,174.0,,,,,,,content://media/external/images/media/1000009545,,,,,,embed-full-1772435836100,,,,
face_encode,160.0,,,,2,,,content://media/external/images/media/1000009545,,,,,,embed-full-1772435836100,,,,
clip_encode,487.0,,,,,,,content://media/external/images/media/1000009544,,,,,,embed-full-1772435836100,,,,
dino_encode,268.0,,,,,,,content://media/external/images/media/1000009544,,,,,,embed-full-1772435836100,,,,
face_encode,82.0,,,,0,,,content://media/external/images/media/1000009544,,,,,,embed-full-1772435836100,,,,
clip_encode,405.0,,,,,,,content://media/external/images/media/1000009543,,,,,,embed-full-1772435836100,,,,
dino_encode,184.0,,,,,,,content://media/external/images/media/1000009543,,,,,,embed-full-1772435836100,,,,
face_encode,60.0,,,,0,,,content://media/external/images/media/1000009543,,,,,,embed-full-1772435836100,,,,
clip_encode,384.0,,,,,,,content://media/external/images/media/1000009542,,,,,,embed-full-1772435836100,,,,
dino_encode,156.0,,,,,,,content://media/external/images/media/1000009542,,,,,,embed-full-1772435836100,,,,
face_encode,150.0,,,,1,,,content://media/external/images/media/1000009542,,,,,,embed-full-1772435836100,,,,
clip_encode,419.0,,,,,,,content://media/external/images/media/1000009541,,,,,,embed-full-1772435836100,,,,
dino_encode,159.0,,,,,,,content://media/external/images/media/1000009541,,,,,,embed-full-1772435836100,,,,
face_encode,84.0,,,,0,,,content://media/external/images/media/1000009541,,,,,,embed-full-1772435836100,,,,
clip_encode,397.0,,,,,,,content://media/external/images/media/1000009540,,,,,,embed-full-1772435836100,,,,
dino_encode,167.0,,,,,,,content://media/external/images/media/1000009540,,,,,,embed-full-1772435836100,,,,
face_encode,72.0,,,,0,,,content://media/external/images/media/1000009540,,,,,,embed-full-1772435836100,,,,
clip_encode,378.0,,,,,,,content://media/external/images/media/1000009539,,,,,,embed-full-1772435836100,,,,
dino_encode,166.0,,,,,,,content://media/external/images/media/1000009539,,,,,,embed-full-1772435836100,,,,
face_encode,74.0,,,,0,,,content://media/external/images/media/1000009539,,,,,,embed-full-1772435836100,,,,
clip_encode,377.0,,,,,,,content://media/external/images/media/1000009538,,,,,,embed-full-1772435836100,,,,
dino_encode,153.0,,,,,,,content://media/external/images/media/1000009538,,,,,,embed-full-1772435836100,,,,
face_encode,93.0,,,,0,,,content://media/external/images/media/1000009538,,,,,,embed-full-1772435836100,,,,
clip_encode,400.0,,,,,,,content://media/external/images/media/1000009537,,,,,,embed-full-1772435836100,,,,
dino_encode,171.0,,,,,,,content://media/external/images/media/1000009537,,,,,,embed-full-1772435836100,,,,
face_encode,186.0,,,,3,,,content://media/external/images/media/1000009537,,,,,,embed-full-1772435836100,,,,
clip_encode,419.0,,,,,,,content://media/external/images/media/1000009536,,,,,,embed-full-1772435836100,,,,
dino_encode,168.0,,,,,,,content://media/external/images/media/1000009536,,,,,,embed-full-1772435836100,,,,
face_encode,85.0,,,,0,,,content://media/external/images/media/1000009536,,,,,,embed-full-1772435836100,,,,
clip_encode,512.0,,,,,,,content://media/external/images/media/1000009535,,,,,,embed-full-1772435836100,,,,
dino_encode,372.0,,,,,,,content://media/external/images/media/1000009535,,,,,,embed-full-1772435836100,,,,
face_encode,76.0,,,,0,,,content://media/external/images/media/1000009535,,,,,,embed-full-1772435836100,,,,
clip_encode,504.0,,,,,,,content://media/external/images/media/1000009534,,,,,,embed-full-1772435836100,,,,
